origin_index,origin_date,origin_ts_ny,origin_clock_status,target_1d_date,target_1d_maturity,target_3d_date,target_3d_maturity,close,monthly_direction_3m,fast_state,slow_state,emergency_level,emergency_reversal,ny17_state_pit_status,gvz_source_date,gvz_value,gvz_cap,gvz_panic,gvz_pit_status,macro_event_v2_pit_status,bocpd_pit_status,market_shock_v3_status,scoring_eligibility,evidence_class,prospective_claim
302,2026-04-10,2026-04-10T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-11,MATURED,2026-04-13,MATURED,4749.58009,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-10,30.46,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
303,2026-04-11,2026-04-11T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-12,MATURED,2026-04-14,MATURED,4750.52873,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-10,30.46,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
304,2026-04-12,2026-04-12T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-13,MATURED,2026-04-15,MATURED,4750.50252,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-10,30.46,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
305,2026-04-13,2026-04-13T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-14,MATURED,2026-04-16,MATURED,4740.74803,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-13,30.0,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
306,2026-04-14,2026-04-14T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-15,MATURED,2026-04-17,MATURED,4841.71465,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,UP_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2026-04-14,31.04,0.25,True,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
307,2026-04-15,2026-04-15T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-16,MATURED,2026-04-18,MATURED,4790.98573,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-15,29.97,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
308,2026-04-16,2026-04-16T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-17,MATURED,2026-04-19,MATURED,4789.6854,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-16,28.65,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
309,2026-04-17,2026-04-17T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-18,MATURED,2026-04-20,MATURED,4830.60557,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-17,28.95,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
310,2026-04-18,2026-04-18T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-19,MATURED,2026-04-21,MATURED,4834.10038,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-17,28.95,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
311,2026-04-19,2026-04-19T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-20,MATURED,2026-04-22,MATURED,4834.1014,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-17,28.95,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
312,2026-04-20,2026-04-20T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-21,MATURED,2026-04-23,MATURED,4820.47575,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-20,28.46,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
313,2026-04-21,2026-04-21T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-22,MATURED,2026-04-24,MATURED,4719.56596,UP,MIXED,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-21,29.31,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
314,2026-04-22,2026-04-22T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-23,MATURED,2026-04-25,MATURED,4739.78055,UP,ROBUST_DOWN,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-22,27.09,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
315,2026-04-23,2026-04-23T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-24,MATURED,2026-04-26,MATURED,4693.67161,UP,ROBUST_DOWN,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-23,27.87,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
316,2026-04-24,2026-04-24T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-25,MATURED,2026-04-27,MATURED,4709.65804,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-24,25.88,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
317,2026-04-25,2026-04-25T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-26,MATURED,2026-04-28,MATURED,4708.59504,UP,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-24,25.88,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
318,2026-04-26,2026-04-26T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-27,MATURED,2026-04-29,MATURED,4707.28437,UP,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-24,25.88,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
319,2026-04-27,2026-04-27T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-28,MATURED,2026-04-30,MATURED,4681.67029,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-27,25.37,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
320,2026-04-28,2026-04-28T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-29,MATURED,2026-05-01,MATURED,4596.47098,UP,ROBUST_DOWN,NOT_YET_ROBUST,DOWN,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-28,26.19,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
321,2026-04-29,2026-04-29T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-04-30,MATURED,2026-05-02,MATURED,4543.91802,UP,ROBUST_DOWN,NOT_YET_ROBUST,DOWN,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-29,27.77,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
322,2026-04-30,2026-04-30T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-05-01,MATURED,2026-05-03,MATURED,4621.32118,UP,ROBUST_DOWN,NOT_YET_ROBUST,DOWN,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-04-30,26.64,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
323,2026-05-01,2026-05-01T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-05-02,MATURED,2026-05-04,MATURED,4614.83277,DOWN,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-05-01,26.43,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
324,2026-05-02,2026-05-02T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-05-03,MATURED,2026-05-05,MATURED,4613.27308,DOWN,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-05-01,26.43,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
325,2026-05-03,2026-05-03T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-05-04,MATURED,2026-05-06,MATURED,4613.28448,DOWN,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-05-01,26.43,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
326,2026-05-04,2026-05-04T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-05-05,MATURED,2026-05-07,MATURED,4523.59841,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-05-04,27.92,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
327,2026-05-05,2026-05-05T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-05-06,MATURED,2026-05-08,MATURED,4556.92512,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-05-05,26.61,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
328,2026-05-06,2026-05-06T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-05-07,MATURED,2026-05-09,MATURED,4690.91268,DOWN,MIXED,ROBUST_DOWN,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-05-06,26.34,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
329,2026-05-07,2026-05-07T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-05-08,MATURED,2026-05-10,MATURED,4689.4371,DOWN,ROBUST_UP,ROBUST_DOWN,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-05-07,27.03,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
330,2026-05-08,2026-05-08T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-05-09,MATURED,2026-05-11,MATURED,4716.2703,DOWN,ROBUST_UP,ROBUST_DOWN,NEUTRAL,UP_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2026-05-08,26.48,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
331,2026-05-09,2026-05-09T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-05-10,MATURED,2026-05-12,MATURED,4715.4877,DOWN,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,UP_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2026-05-08,26.48,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
332,2026-05-10,2026-05-10T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-05-11,MATURED,2026-05-13,MATURED,4715.48243,DOWN,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,UP_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2026-05-08,26.48,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
333,2026-05-11,2026-05-11T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-05-12,MATURED,2026-05-14,MATURED,4735.46064,DOWN,ROBUST_UP,ROBUST_DOWN,NEUTRAL,UP_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2026-05-11,27.48,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
334,2026-05-12,2026-05-12T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-05-13,MATURED,2026-05-15,MATURED,4715.30897,DOWN,ROBUST_UP,ROBUST_DOWN,NEUTRAL,UP_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2026-05-12,27.16,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
335,2026-05-13,2026-05-13T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-05-14,MATURED,2026-05-16,MATURED,4688.61014,DOWN,ROBUST_UP,ROBUST_DOWN,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-05-13,26.56,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
336,2026-05-14,2026-05-14T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-05-15,MATURED,2026-05-17,MATURED,4651.91243,DOWN,MIXED,ROBUST_DOWN,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-05-14,25.79,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
337,2026-05-15,2026-05-15T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-05-16,MATURED,2026-05-18,MATURED,4540.14677,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-05-15,26.34,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
338,2026-05-16,2026-05-16T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-05-17,MATURED,2026-05-19,MATURED,4537.72547,DOWN,ROBUST_DOWN,ROBUST_DOWN,DOWN,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-05-15,26.34,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
